n,mean_listing_price,median_listing_price,mean_zestimate,median_zestimate,mean_raw_gap,median_raw_gap,mean_gap_percentage,median_gap_percentage,mean_log_difference,median_log_difference,mean_log_difference_ci_95_lower,mean_log_difference_ci_95_upper,paired_t_statistic,paired_t_p_value,paired_t_result,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_result
576,443182.94097222225,325000.0,431383.3333333333,315800.0,-11799.607638888889,-5300.0,-0.009897464181862603,-0.016984612694527015,-0.01438755428931671,-0.017130505576017363,-0.021292909334621992,-0.007482199244011427,-4.092268919015514,4.8827059665140536e-05,Statistically Significant,7037.0,9.169682257604862e-81,Statistically Significant
