group_1,group_2,n_group_1,n_group_2,mean_log_price_group_1,mean_log_price_group_2,median_log_price_group_1,median_log_price_group_2,welch_t_statistic,welch_t_p_value,welch_t_result,mann_whitney_u,mann_whitney_p_value,mann_whitney_result,cohens_d,cohens_d_interpretation,group_1_mean_ci_95_lower,group_1_mean_ci_95_upper,group_2_mean_ci_95_lower,group_2_mean_ci_95_upper
3 Bedrooms,4+ Bedrooms,360,403,12.444764056003088,12.936832482027372,12.439117510492474,12.86099861326992,-11.702925642807037,3.919073443237484e-29,Statistically Significant,38417.0,2.9851947605708705e-29,Statistically Significant,-0.8347649223215158,Large,12.393822717462227,12.495705394543949,12.871722422390523,13.00194254166422
